id	gender	human	number	size	firstmention	mentions	label
2170	n	0	both	1	2170	2170	den grooten
2171	-	-	sg	1	2171	2171	de rook
2172	n	0	sg	1	2172	2172	het rozenwater
2174	n	0	pl	1	2174	2174	ons drieën in een halven
2176	n	0	pl	1	2176	2176	onze kinnen in de handen
2179	m	1	sg	21	2179	2179,2181,2245,2183,2187,2188,2190,2191,2194,2198,2202,2204,2213,2215,2216,2221,2224,2226,2230,2231,2235	de vreemdsoortige , dwergachtige snaak met zijn groot , glimmend hoofd in het midden
2180	n	0	sg	1	2180	2180	zijn groot , glimmend hoofd in het midden
2184	n	0	sg	1	2184	2184	het besluit
2185	fm	1	sg	1	2185	2185	u
2186	-	-	sg	1	2186	2186	deze mededeeling
2193	n	0	sg	1	2193	2193	mijn verzoek
2195	n	0	sg	1	2195	2195	vreemd volk
2197	n	0	both	1	2197	2197	Deswege
2199	-	-	sg	1	2199	2199	de vrijheid
2205	n	0	sg	2	2205	2205,2207	het volste vertrouwen in zijne discretie
2206	m	1	sg	3	2206	2208,2210,2206	zijne discretie
2209	n	-	pl	1	2209	2209	last
2212	n	0	pl	1	2212	2212	deze voorzorgsmaatregelen
2218	n	0	sg	1	2218	2218	dat
2219	-	-	sg	1	2219	2219	de aesthetica
2220	m	1	sg	1	2220	2220	een politieman
2222	n	0	sg	1	2222	2222	afkeer van alle vormen van het ruwe materialisme
2223	n	0	sg	1	2223	2223	het ruwe materialisme
2225	n	0	sg	1	2225	2225	de ruwe menigte
2229	n	0	sg	1	2229	2229	elegante atmosfeer
2232	fm	1	sg	1	2232	2232	een beschermer der kunst
2234	n	0	sg	1	2234	2234	mijn zwak
2236	n	0	sg	3	2236	2242,2236,2237	Dit landschap
2238	fm	1	sg	1	2238	2238	een kenner
2240	n	0	sg	1	2240	2240	twijfel
2241	f	1	pl	2	2241	2241,2301	deze Salvator Rosa
2243	fm	1	sg	1	2243	2243	deze Bouguereau
2246	n	0	sg	1	2246	2246	de moderne Fransche school
2247	fm	1	sg	1	2247	2247	Fransche
2253	n	0	sg	1	2253	2253	uw verzoek
2254	fm	1	both	1	2254	2254	uw
2259	n	0	sg	1	2259	2259	ons onderhoud
2260	fm	1	pl	1	2260	2260	ons
2263	fm	1	pl	3	2263	2266,2267,2263	we
2272	-	-	sg	1	2272	2272	die
2275	n	0	pl	2	2275	2280,2275	hooge woorden met hem
2279	m	1	sg	1	2279	2279	wat een verschrikkelijke jongen
2283	fm	1	pl	3	2283	2283,2285,2286	wij
2289	n	0	pl	1	2289	2289	zijn ooren
2295	fm	1	sg	5	2295	2304,2310,2295,2298,2299	u
2300	fm	1	pl	1	2300	2300	wij
2302	n	0	sg	1	2302	2302	de eerste plaats
2305	-	-	pl	2	2305	2305,2307	verscheidene punten in de geschiedenis
2312	-	-	sg	1	2312	2312	mededeelen voor zooverre
2313	m	1	sg	2	2313	2313,2326	zooverre
2316	fm	1	sg	10	2316	2341,2342,2375,2345,2346,2316,2413,2414,2418,2356	Mijn
2319	-	-	sg	1	2319	2319	vroeger in Indischen dienst
2321	n	0	sg	1	2321	2321	zijn ontslag
2324	n	0	sg	2	2324	2324,2381	Pondicherry Lodge
2329	n	0	sg	2	2329	2329,2410	een aanzienlijke som gelds
2331	-	-	sg	1	2331	2331	verzameling kostbare zeldzaamheden
2332	n	0	pl	1	2332	2332	kostbare zeldzaamheden
2333	m	1	sg	3	2333	2337,2338,2333	een gansch gevolg van Inlandsche bedienden
2334	fm	1	pl	1	2334	2334	Inlandsche bedienden
2335	n	0	both	1	2335	2335	Inlandsche
2343	fm	1	pl	1	2343	2343	zijn eenige kinderen
2347	-	-	sg	2	2347	2347,2348	de sensatie
2351	fm	1	pl	9	2351	2373,2409,2351,2357,2421,2391,2392,2362,2364	Wij
2352	m	1	sg	5	2352	2352,2354,2360,2361,2363	de bizonderheden ervan
2353	n	0	pl	1	2353	2353	de bladen
2355	m	1	sg	1	2355	2355	een vriend van onzen vader
2359	n	0	sg	1	2359	2359	zijne tegenwoordigheid
2365	m	1	sg	7	2365	2369,2370,2376,2377,2378,2365,2366	één oogenblik
2367	n	0	sg	1	2367	2367	het geheele geheim in zijn eigen hart
2368	n	0	sg	1	2368	2368	zijn eigen hart
2371	n	0	sg	1	2371	2371	het lot van Arthur Morstan
2374	n	0	sg	1	2374	2374	eenig geheim , eenig bepaald gevaar
2379	n	0	pl	1	2379	2379	twee prijs-vechters als portiers van Pondicherry Lodge
2380	fm	1	pl	2	2380	2386,2380	portiers van Pondicherry Lodge
2390	m	1	sg	5	2390	2401,2403,2390,2395,2396	Onze vader
2394	n	0	sg	1	2394	2394	dat
2397	n	0	sg	1	2397	2397	een grooten afkeer
2399	-	-	sg	1	2399	2399	houten beenen
2400	n	0	sg	1	2400	2400	zekere gelegenheid
2404	-	-	sg	2	2404	2404,2405	zulk een gebrekkige
2406	n	0	sg	2	2406	2406,2407	een rustig besteller
2408	n	0	sg	1	2408	2408	een boodschap
2412	m	1	sg	3	2412	2412,2437,2430	Mijn broeder
2416	n	0	sg	1	2416	2416	een gril van mijn vader
2419	n	0	pl	1	2419	2419	latere voorvallen
2420	n	0	sg	1	2420	2420	ons oordeel daaromtrent
2428	n	0	sg	1	2428	2428	de ontbijttafel
2441	n	0	sg	1	2441	2441	krabbelend schrift
2444	n	0	sg	1	2444	2444	April
2448	n	0	sg	1	2448	2448	een laatste onderhoud met ons wenschte
2452	n	0	sg	1	2452	2452	zijn kamer
2455	n	0	pl	1	2455	2455	kussens
2461	n	0	sg	1	2461	2461	eene zijde van het bed
2464	n	0	pl	1	2464	2464	onze handen
2467	n	0	sg	3	2467	2467,2475,2477	een merkwaardige bekentenis
2470	n	0	sg	1	2470	2470	ontroering
2471	n	0	sg	1	2471	2471	zijn lijden
2476	n	0	pl	1	2476	2476	zijn eigen woorden
2478	fm	1	sg	1	2478	2478	Ik
2481	-	-	sg	1	2481	2481	die
2482	fm	1	sg	13	2482	2525,2497,2498,2503,2504,2510,2511,2482,2485,2517,2523,2491,2493	mij
2483	n	0	sg	1	2483	2483	dit uiterste oogenblik
2484	n	0	sg	1	2484	2484	mijne behandeling van Morstan's arme weeze
2486	fn	1	sg	2	2486	2494,2486	Morstan's arme weeze
2488	n	0	pl	2	2488	2488,2489	De verwenschte gelddorst
2490	n	0	sg	1	2490	2490	mijn gemoed gedurende mijn gansche
2492	n	0	sg	1	2492	2492	mijn gansche
2495	-	1	sg	2	2495	2496,2495	den schat
2499	-	-	sg	1	2499	2499	zelven
2500	n	0	sg	1	2500	2500	de gierigheid
2501	n	0	sg	2	2501	2505,2501	Het enkel bewustzijn van het bezit
2507	n	0	sg	2	2507	2522,2507	dezen krans met paarlen
2509	m	1	sg	3	2509	2512,2513,2509	de kinine-flesch
2515	m	1	both	2	2515	2515,2516	Gij
2519	n	0	sg	1	2519	2519	een eerlijk deel
2520	n	0	sg	1	2520	2520	den Agra-schat
2524	-	-	pl	2	2524	2524,2526	menschen
