id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
783	3130	3134	noun	3131	-	-	I	n	0	sg	87	een horloge van vijftig guinjes
784	3133	3134	noun	3134	-	-	I	-	-	pl	784	vijftig guinjes
785	3137	3139	noun	3139	-	-	I	m	1	sg	104	een zorgeloos man
786	3152	3153	noun	3153	-	-	I	m	1	sg	104	een man
787	3154	3154	pronoun	3154	-	-	I	-	-	both	787	die
788	3155	3159	noun	3156	-	-	I	n	0	sg	788	een voorwerp van zulke groote
789	3158	3159	noun	3159	-	-	I	mn	1	sg	130	zulke groote
790	3160	3160	noun	3160	-	-	I	n	0	sg	790	waarde
791	3165	3166	noun	3165	-	-	I	n	0	pl	791	middelen ontbloot
792	3170	3170	pronoun	3170	-	1	O	fm	1	sg	33	Ik
793	3174	3174	noun	3174	-	-	O	mn	-	sg	793	bewijze
794	3176	3176	pronoun	3176	-	1	O	fm	1	sg	33	ik
795	3177	3178	noun	3178	-	-	O	-	-	sg	795	zijne redeneering
796	3177	3177	pronoun	3177	-	3	O	mn	-	sg	793	zijne
797	3185	3185	noun	3185	-	-	I	-	-	sg	797	pand-beleeners
798	3187	3187	name	3187	LOC	-	I	n	0	sg	798	Engeland
799	3191	3203	noun	3192	-	-	I	n	0	sg	799	het nommer van het bewijs met een graveernaald op de binnenzijde der kast
800	3194	3203	noun	3195	-	-	I	n	0	sg	800	het bewijs met een graveernaald op de binnenzijde der kast
801	3197	3203	noun	3198	-	-	I	n	0	sg	801	een graveernaald op de binnenzijde der kast
802	3200	3203	noun	3201	-	-	I	n	0	sg	802	de binnenzijde der kast
803	3202	3203	noun	3203	-	-	I	n	0	sg	615	der kast
804	3207	3207	pronoun	3207	-	3	I	n	0	sg	799	Dit
805	3209	3217	noun	3210	-	-	I	n	0	sg	799	een maatregel tegen het verloren gaan van het bewijs
806	3216	3217	noun	3217	-	-	I	n	0	sg	800	het bewijs
807	3225	3234	noun	3226	-	-	I	-	-	pl	807	zulke nommers door mijn lens op de binnenzijde der kast
808	3228	3234	noun	3229	-	-	I	n	0	sg	808	mijn lens op de binnenzijde der kast
809	3228	3228	pronoun	3228	-	1	I	fm	1	sg	809	mijn
810	3231	3234	noun	3232	-	-	I	n	0	sg	802	de binnenzijde der kast
811	3233	3234	noun	3234	-	-	I	n	0	sg	615	der kast
812	3240	3241	noun	3241	-	-	I	m	1	sg	764	uw broeder
813	3240	3240	pronoun	3240	-	2	I	fm	1	both	813	uw
814	3245	3246	noun	3246	-	-	I	n	0	sg	814	zwart zaad
815	3249	3250	noun	3250	-	-	I	n	0	sg	815	Tweede gevolgtrekking
816	3253	3253	pronoun	3253	-	3	I	m	1	sg	764	hij
817	3265	3265	pronoun	3265	-	3	I	m	1	sg	764	hij
818	3266	3267	noun	3267	-	-	I	n	0	sg	818	het pand
819	3277	3277	pronoun	3277	-	1	I	fm	1	sg	809	ik
820	3278	3278	pronoun	3278	-	2	I	fm	1	sg	33	u
821	3279	3280	noun	3280	-	-	I	n	0	sg	821	de binnenplaat
822	3285	3285	pronoun	3285	-	3	I	n	0	sg	821	zich
823	3286	3287	noun	3287	-	-	I	n	0	sg	821	het sleutelgat
824	3293	3298	noun	3294	-	-	I	-	-	pl	824	de duizenden krassen rondom de opening
825	3297	3298	noun	3298	-	-	I	-	-	sg	825	de opening
826	3301	3307	noun	3301	-	-	I	-	-	sg	826	teekenen van het uitglijden van den sleutel
827	3306	3307	noun	3307	-	-	I	n	0	sg	394	den sleutel
828	3313	3314	noun	3314	-	-	I	n	0	sg	828	die plaat
829	3319	3319	pronoun	3319	-	1	I	fm	1	sg	809	Ik
830	3321	3321	pronoun	3321	-	2	I	fm	1	sg	33	u
831	3323	3323	pronoun	3323	-	2	I	fm	1	sg	33	gij
832	3325	3329	noun	3326	-	-	I	n	0	sg	87	het horloge van een dronkaard
833	3328	3329	noun	3329	-	-	I	m	1	sg	833	een dronkaard
834	3332	3332	noun	3332	-	-	I	n	0	pl	834	krassen
835	3335	3335	pronoun	3335	-	3	I	m	1	sg	833	Hij
836	3344	3349	noun	3345	-	-	I	n	0	pl	836	deze sporen van zijn onvaste hand
837	3347	3349	noun	3349	-	-	I	n	0	sg	433	zijn onvaste hand
838	3347	3347	pronoun	3347	-	3	I	m	1	sg	833	zijn
839	3355	3359	noun	3356	-	-	I	n	0	sg	839	de mysterie van dit alles
840	3358	3359	noun	3359	-	-	I	n	0	sg	66	dit alles
841	3373	3373	pronoun	3373	-	1	O	fm	1	sg	33	ik
842	3376	3376	pronoun	3376	-	1	I	fm	1	sg	33	ik
843	3378	3379	noun	3379	-	-	I	n	0	sg	87	het onrecht
844	3380	3380	pronoun	3380	-	3	I	n	0	sg	87	dat
845	3381	3381	pronoun	3381	-	1	I	fm	1	sg	33	ik
846	3382	3382	pronoun	3382	-	2	I	fm	1	sg	846	u
847	3385	3385	pronoun	3385	-	1	I	fm	1	sg	33	Ik
848	3392	3394	noun	3394	-	-	I	n	0	sg	848	uw wonderbaarlijk vermogen
849	3392	3392	pronoun	3392	-	2	I	fm	1	both	849	uw
850	3397	3397	pronoun	3397	-	1	I	fm	1	sg	33	ik
851	3400	3400	pronoun	3400	-	2	I	fm	1	sg	846	gij
852	3404	3407	noun	3407	-	-	I	n	0	sg	852	een of ander onderzoek
853	3417	3417	pronoun	3417	-	1	I	f	1	sg	853	ik
854	3418	3419	noun	3419	-	-	I	n	0	sg	83	de cocaïne
855	3421	3421	pronoun	3421	-	1	I	fm	1	sg	853	Ik
856	3426	3426	noun	3426	-	-	I	-	-	sg	856	hersen-inspanning
857	3436	3437	noun	3437	-	-	I	n	0	sg	857	het raam
858	3442	3443	noun	3443	-	-	I	n	0	sg	177	de wereld
859	3453	3455	noun	3455	-	-	I	n	0	sg	859	de gele mist
860	3457	3458	noun	3458	-	-	I	-	-	sg	509	de straat
861	3462	3464	noun	3464	-	-	I	n	0	pl	861	de zwart-geblakerde huizen
862	3480	3480	noun	3480	-	-	I	n	0	pl	862	vermogens
863	3484	3484	noun	3484	-	-	I	fm	1	sg	720	dokter
864	3494	3494	noun	3494	-	-	I	n	0	sg	864	Misdaad
865	3501	3501	pronoun	3501	-	3	I	n	0	sg	864	dit
866	3512	3512	noun	3512	-	-	I	n	0	sg	510	aarde
867	3516	3516	pronoun	3516	-	1	O	fm	1	sg	33	Ik
868	3518	3519	noun	3519	-	-	O	n	0	sg	868	mijn mond
869	3518	3518	pronoun	3518	-	1	O	fm	1	sg	33	mijn
870	3524	3525	noun	3525	-	-	O	n	0	sg	870	deze ontboezeming
871	3533	3534	noun	3534	-	-	O	n	0	sg	871	de deur
872	3538	3539	noun	3539	-	-	O	f	1	sg	872	onze hospita
873	3538	3538	pronoun	3538	-	1	O	fm	1	pl	873	onze
874	3543	3543	pronoun	3543	-	3	O	f	1	sg	872	zij
875	3544	3545	noun	3545	-	-	O	n	0	sg	875	een visitekaart
876	3547	3549	noun	3549	-	-	O	n	0	sg	876	het koperen blad
877	3553	3557	noun	3555	-	-	I	f	1	sg	853	Een jonge dame voor u
878	3557	3557	pronoun	3557	-	2	I	f	1	sg	853	u
879	3563	3563	pronoun	3563	-	3	O	f	1	sg	872	zij
880	3565	3565	pronoun	3565	-	3	O	f	1	sg	872	zich
881	3567	3568	noun	3568	-	-	O	m	1	sg	53	mijn metgezel
882	3567	3567	pronoun	3567	-	1	O	fm	1	sg	33	mijn
883	3572	3574	name	3574	PER	-	I	fm	1	sg	883	Miss Mary Morstan
884	3578	3578	pronoun	3578	-	3	O	m	1	sg	53	hij
885	3581	3581	name	3581	-	-	I	n	0	sg	885	Hm
886	3583	3583	pronoun	3583	-	1	I	m	1	sg	53	ik
887	3585	3585	pronoun	3585	-	1	I	fm	1	sg	53	mij
888	3586	3587	noun	3587	-	-	I	n	0	sg	200	dien naam
889	3591	3593	noun	3593	-	-	I	f	1	sg	853	de jonge dame
890	3598	3599	name	3599	PER	-	I	n	0	sg	890	Mrs. Hudson
891	3610	3610	pronoun	3610	-	1	I	fm	1	sg	53	Ik
892	3615	3615	pronoun	3615	-	2	I	fm	1	sg	883	gij
893	3620	3621	noun	3621	-	-	O	n	0	sg	893	TWEEDE HOOFDSTUK
894	3623	3627	noun	3624	-	-	O	-	-	sg	894	De beschrijving van het geval
895	3626	3627	noun	3627	-	-	O	n	0	sg	213	het geval
896	3629	3630	name	3630	PER	-	O	f	1	sg	883	Miss Morstan
897	3634	3634	noun	3634	-	-	O	n	0	sg	897	stap
898	3636	3639	noun	3639	-	-	O	n	0	sg	898	vrijmoedig voorkomen het vertrek
899	3642	3642	pronoun	3642	-	3	O	f	1	sg	883	Zij
900	3644	3647	noun	3647	-	-	O	f	1	sg	883	een blonde jonge dame
901	3651	3651	noun	3651	-	-	O	n	0	sg	901	gestalte
902	3659	3660	noun	3660	-	-	O	n	0	sg	902	haar gewaad
903	3659	3659	pronoun	3659	-	3	O	f	1	sg	883	haar
904	3668	3668	noun	3668	-	-	O	n	0	sg	904	weelde
905	3674	3675	noun	3675	-	-	O	n	0	pl	905	beperkte middelen
906	3681	3684	noun	3682	-	-	O	n	0	sg	906	een kleed van donker-grijze
907	3684	3684	noun	3684	-	-	O	-	-	sg	907	donker-grijze
908	3685	3685	noun	3685	-	-	O	n	0	sg	908	beige
909	3688	3690	noun	3690	-	-	O	n	0	sg	909	de minste versiering
910	3693	3698	noun	3695	-	-	O	n	0	sg	910	een klein hoedje van dezelfde kleur
911	3697	3698	noun	3698	-	-	O	n	0	sg	911	dezelfde kleur
912	3700	3700	pronoun	3700	-	-	O	n	0	sg	911	die
913	3705	3707	noun	3707	-	-	O	n	0	sg	913	een witte veder
914	3709	3710	noun	3710	-	-	O	n	0	sg	87	Haar gelaat
915	3709	3709	pronoun	3709	-	3	O	n	0	sg	913	Haar
916	3721	3721	pronoun	3721	-	3	O	n	0	pl	905	hare
917	3729	3729	pronoun	3729	-	3	O	n	0	pl	905	hare
918	3731	3732	noun	3732	-	-	O	-	-	sg	918	blauwe oogen
919	3741	3741	pronoun	3741	-	1	O	fm	1	sg	33	mijne
920	3744	3745	noun	3745	-	-	O	f	1	pl	920	de vrouwen
921	3747	3747	pronoun	3747	-	-	O	f	1	sg	921	die
922	3748	3748	pronoun	3748	-	1	O	fm	1	sg	33	ik
923	3750	3752	noun	3752	-	-	O	n	0	pl	923	drie verschillende werelddeelen
924	3757	3757	pronoun	3757	-	1	O	fm	1	sg	33	ik
925	3760	3761	noun	3761	-	-	O	n	0	sg	87	een gelaat
926	3763	3763	pronoun	3763	-	3	O	n	0	sg	87	dat
927	3766	3770	noun	3770	-	-	O	n	0	sg	583	een beschaafd en gevoelig karakter
928	3775	3775	pronoun	3775	-	1	O	fm	1	sg	33	ik
929	3780	3780	pronoun	3780	-	3	O	f	1	sg	921	zij
930	3781	3781	pronoun	3781	-	3	O	fm	1	sg	3	zich
931	3783	3784	noun	3784	-	-	O	n	0	sg	147	den stoel
932	3787	3789	name	3789	PER	-	O	m	1	sg	3	dien Sherlock Holmes
933	3790	3790	pronoun	3790	-	3	O	f	1	sg	921	haar
934	3793	3793	pronoun	3793	-	3	O	f	1	sg	921	hare
935	3794	3794	noun	3794	-	-	O	n	0	pl	935	lippen
936	3797	3797	pronoun	3797	-	3	O	f	1	sg	921	hare
937	3806	3807	noun	3807	-	-	O	-	-	sg	937	innerlijke opgewondenheid
938	3810	3810	pronoun	3810	-	1	I	f	1	sg	921	Ik
939	3813	3813	pronoun	3813	-	2	I	-	1	sg	3	u
940	3816	3817	name	3817	PER	-	I	fm	1	sg	3	Mr. Holmes
941	3821	3821	pronoun	3821	-	3	O	f	1	sg	921	zij
942	3825	3825	pronoun	3825	-	2	I	fm	1	sg	3	gij
943	3827	3828	noun	3828	-	-	I	f	1	sg	943	mijne meesteres
944	3827	3827	pronoun	3827	-	1	I	f	1	sg	921	mijne
945	3830	3832	name	3832	MISC	-	I	n	0	both	945	Mrs. Cecil Forrester
946	3839	3840	noun	3840	-	-	I	n	0	sg	946	kleine aangelegenheid
947	3842	3847	noun	3842	-	-	I	n	0	sg	947	een harer dienstboden in het reine
948	3843	3847	noun	3844	-	-	I	f	1	pl	948	harer dienstboden in het reine
949	3846	3847	noun	3847	-	-	I	n	0	sg	949	het reine
950	3851	3851	pronoun	3851	-	3	I	f	1	sg	943	Zij
951	3857	3858	noun	3858	-	-	I	m	1	sg	951	uwe dienstvaardigheid
952	3857	3857	pronoun	3857	-	2	I	fm	1	both	952	uwe
953	3860	3860	noun	3860	-	-	I	n	0	sg	953	bekwaamheid
954	3864	3866	name	3866	MISC	-	I	n	0	both	945	Mrs. Cecil Forrester
955	3870	3870	pronoun	3870	-	3	O	m	1	sg	951	hij
956	3875	3875	pronoun	3875	-	1	I	m	1	sg	951	ik
957	3878	3878	pronoun	3878	-	1	I	fm	1	sg	951	ik
958	3879	3879	pronoun	3879	-	3	I	f	1	sg	943	haar
959	3883	3883	noun	3883	-	-	I	f	1	sg	300	dienst
960	3892	3892	pronoun	3892	-	1	I	fm	1	sg	951	ik
961	3893	3893	pronoun	3893	-	1	I	fm	1	sg	951	mij
962	3898	3901	noun	3901	-	-	I	n	0	sg	962	een hoogst eenvoudig geval
963	3905	3905	pronoun	3905	-	3	I	f	1	sg	300	Zij
964	3914	3914	pronoun	3914	-	1	I	fm	1	sg	964	mijne
965	3916	3916	pronoun	3916	-	2	I	m	1	sg	951	gij
966	3917	3917	pronoun	3917	-	3	I	n	0	sg	962	dit
967	3923	3923	pronoun	3923	-	1	I	fm	1	sg	964	Ik
968	3925	3925	pronoun	3925	-	1	I	fm	1	sg	964	mij
969	3927	3929	noun	3929	-	-	I	n	0	pl	969	een meer vreemdsoortigen
970	3931	3931	noun	3931	-	-	I	-	-	pl	970	onverklaarbaren
971	3932	3932	noun	3932	-	-	I	n	0	sg	971	toestand
972	3939	3939	pronoun	3939	-	1	I	fm	1	sg	964	ik
973	3940	3940	pronoun	3940	-	1	I	fm	1	sg	964	mij
974	3944	3944	name	3944	PER	-	O	m	1	sg	3	Holmes
975	3946	3947	noun	3947	-	-	O	n	0	pl	435	zijne handen
976	3946	3946	pronoun	3946	-	3	O	m	1	sg	3	zijne
977	3949	3950	noun	3950	-	-	O	m	1	sg	19	zijne oogen
978	3949	3949	pronoun	3949	-	3	O	m	1	sg	3	zijne
979	3953	3953	pronoun	3953	-	3	O	m	1	sg	19	Hij
980	3957	3964	noun	3958	-	-	O	n	0	sg	147	zijn stoel met eene uitdrukking van buitengewone aandacht
981	3957	3957	pronoun	3957	-	3	O	m	1	sg	19	zijn
982	3960	3964	noun	3961	-	-	O	n	0	sg	982	eene uitdrukking van buitengewone aandacht
983	3963	3964	noun	3964	-	-	O	n	0	sg	983	buitengewone aandacht
984	3966	3970	noun	3970	-	-	O	-	-	pl	984	zijne scherpe , havik-achtige trekken
985	3966	3966	pronoun	3966	-	3	O	m	1	sg	19	zijne
986	3974	3974	pronoun	3974	-	1	I	m	1	sg	19	mij
987	3975	3976	noun	3976	-	-	I	n	0	sg	987	uw geval
988	3975	3975	pronoun	3975	-	2	I	fm	1	both	988	uw
989	3980	3980	pronoun	3980	-	3	O	m	1	sg	19	hij
990	3985	3985	pronoun	3985	-	1	O	fm	1	sg	33	Ik
991	3988	3990	noun	3990	-	-	O	n	0	sg	137	mijn toestand eenigszins
992	3988	3988	pronoun	3988	-	1	O	fm	1	sg	33	mijn
993	3995	3995	pronoun	3995	-	2	I	fm	1	sg	993	Gij
994	3997	3997	pronoun	3997	-	1	I	fm	1	sg	33	mij
995	4005	4005	pronoun	4005	-	1	O	fm	1	sg	33	ik
996	4007	4008	noun	4008	-	-	O	n	0	sg	147	mijn stoel
997	4007	4007	pronoun	4007	-	1	O	fm	1	sg	33	mijn
998	4012	4013	noun	4013	-	-	O	n	0	sg	998	mijne verwondering
999	4012	4012	pronoun	4012	-	1	O	fm	1	sg	33	mijne
1000	4015	4018	noun	4018	-	-	O	f	1	sg	1000	de jonge dame hare
1001	4020	4021	noun	4021	-	-	O	n	0	sg	433	gehandschoende hand
1002	4026	4026	pronoun	4026	-	1	O	fm	1	sg	33	mij
1003	4033	4034	noun	4034	-	-	I	m	1	sg	1003	uw vriend
1004	4033	4033	pronoun	4033	-	2	I	fm	1	both	1004	uw
1005	4046	4046	pronoun	4046	-	3	O	f	1	sg	1000	zij
1006	4050	4050	pronoun	4050	-	3	I	m	1	sg	1003	hij
1007	4051	4051	pronoun	4051	-	1	I	f	1	sg	1000	mij
1008	4055	4055	noun	4055	-	-	I	f	1	sg	300	dienst
1009	4060	4060	pronoun	4060	-	1	O	fm	1	sg	33	Ik
1010	4062	4062	pronoun	4062	-	1	O	fm	1	sg	33	mij
1011	4068	4069	noun	4069	-	-	I	-	-	-	1011	het kort
1012	4071	4072	noun	4072	-	-	I	n	0	pl	244	de feiten
1013	4078	4078	pronoun	4078	-	3	O	f	1	sg	1000	zij
1014	4081	4082	noun	4082	-	-	I	fm	1	sg	300	Mijn vader
1015	4081	4081	pronoun	4081	-	1	I	fm	1	sg	1015	Mijn
1016	4084	4086	noun	4084	-	-	I	fm	1	sg	1016	officier in Indischen
1017	4087	4087	noun	4087	-	-	I	fm	1	sg	300	dienst
1018	4089	4089	pronoun	4089	-	-	I	fm	1	sg	300	die
1019	4090	4090	pronoun	4090	-	1	I	fm	1	sg	1015	mij
1020	4093	4093	pronoun	4093	-	1	I	fm	1	sg	1015	ik
1021	4095	4096	noun	4096	-	-	I	fm	1	sg	1015	een kind
1022	4100	4101	noun	4101	-	-	I	n	0	sg	1022	het vaderland
1023	4104	4105	noun	4105	-	-	I	f	1	sg	1023	Mijne moeder
1024	4104	4104	pronoun	4104	-	1	I	fm	1	sg	1015	Mijne
1025	4110	4110	pronoun	4110	-	1	I	fm	1	sg	1015	ik
1026	4112	4115	noun	4113	-	-	I	n	0	pl	1026	geene betrekkingen in Engeland
1027	4115	4115	name	4115	LOC	-	I	n	0	sg	798	Engeland
1028	4117	4117	pronoun	4117	-	1	I	fm	1	sg	1015	Ik
1029	4121	4125	noun	4123	-	-	I	n	0	sg	1029	een net opvoedingsgesticht te Edinburgh
1030	4125	4125	name	4125	LOC	-	I	n	0	sg	1030	Edinburgh
1031	4129	4129	pronoun	4129	-	1	I	fm	1	sg	1015	ik
1032	4131	4131	pronoun	4131	-	1	I	fm	1	sg	1015	mijn
1033	4141	4142	noun	4142	-	-	I	m	1	sg	300	mijn vader
1034	4141	4141	pronoun	4141	-	1	I	fm	1	sg	1015	mijn
1035	4144	4144	pronoun	4144	-	-	I	m	1	sg	300	die
1036	4146	4151	noun	4148	-	-	I	fm	1	sg	1036	de oudste kapitein bij zijn regiment
1037	4150	4151	noun	4151	-	-	I	n	0	sg	1037	zijn regiment
1038	4150	4150	pronoun	4150	-	3	I	m	1	sg	300	zijn
1039	4156	4156	noun	4156	-	-	I	n	0	sg	1039	verlof
1040	4161	4161	name	4161	LOC	-	I	n	0	sg	798	Engeland
1041	4163	4163	pronoun	4163	-	3	I	m	1	sg	300	Hij
1042	4165	4165	pronoun	4165	-	1	I	fm	1	sg	1015	mij
1043	4167	4167	name	4167	LOC	-	I	n	0	sg	1043	Londen
1044	4169	4169	pronoun	4169	-	3	I	m	1	sg	300	hij
1045	4176	4176	noun	4176	-	-	I	m	1	sg	1045	noodigde
1046	4177	4177	pronoun	4177	-	1	I	fm	1	sg	1015	mij
1047	4186	4186	pronoun	4186	-	3	I	m	1	sg	1045	hij
1048	4187	4187	pronoun	4187	-	1	I	fm	1	sg	1015	mij
1049	4188	4190	name	4190	ORG	-	I	n	0	sg	1049	het Langham Hôtel
1050	4192	4193	noun	4193	-	-	I	n	0	sg	1050	zijn adres
1051	4192	4192	pronoun	4192	-	3	I	m	1	sg	1045	zijn
1052	4196	4196	pronoun	4196	-	1	I	fm	1	sg	1015	Ik
1053	4198	4198	pronoun	4198	-	1	I	fm	1	sg	1015	mij
1054	4200	4201	noun	4201	-	-	I	n	0	sg	1054	zijn bericht
1055	4200	4200	pronoun	4200	-	3	I	m	1	sg	1045	zijn
1056	4203	4203	noun	4203	-	-	I	n	0	sg	1056	verlangen
1057	4205	4205	noun	4205	-	-	I	n	0	sg	1057	liefde
1058	4209	4209	pronoun	4209	-	1	I	fm	1	sg	1015	ik
1059	4211	4211	name	4211	LOC	-	I	n	0	sg	1043	Londen
1060	4215	4215	pronoun	4215	-	1	I	fm	1	sg	1015	ik
1061	4217	4217	name	4217	LOC	-	I	m	1	sg	1061	Langham
1062	4222	4223	name	4223	PER	-	I	m	1	sg	883	kapitein Morstan
1063	4229	4229	pronoun	4229	-	3	I	m	1	sg	883	hij
1064	4243	4243	pronoun	4243	-	1	I	fm	1	sg	1015	Ik
1065	4245	4246	noun	4246	-	-	I	n	0	sg	529	den ganschen
1066	4252	4252	pronoun	4252	-	3	I	m	1	sg	883	hem
1067	4259	4259	pronoun	4259	-	1	I	fm	1	sg	1015	ik
1068	4264	4265	name	4265	MISC	-	I	n	0	both	1068	den hôtelhouder
1069	4267	4268	noun	4268	-	-	I	-	-	sg	1069	de politie
1070	4271	4271	noun	4271	-	-	I	f	1	sg	1	kennis
1071	4273	4273	noun	4273	-	-	I	n	0	sg	21	den
1072	4277	4277	pronoun	4277	-	1	I	fm	1	pl	1072	wij
1073	4279	4279	noun	4279	-	-	I	n	0	sg	1073	oproeping
1074	4284	4285	noun	4285	-	-	I	n	0	pl	1074	Onze onderzoekingen
1075	4284	4284	pronoun	4284	-	1	I	fm	1	pl	1072	Onze
1076	4289	4291	noun	4291	-	-	I	n	0	sg	1076	het minste resultaat
1077	4300	4300	noun	4300	-	-	I	n	0	sg	1077	heden
1078	4302	4302	pronoun	4302	-	1	I	fm	1	sg	1015	ik
1079	4305	4309	noun	4306	-	-	I	n	0	sg	1079	een woord van mijn ongelukkigen
1080	4308	4309	noun	4309	-	-	I	n	0	pl	706	mijn ongelukkigen
1081	4308	4308	pronoun	4308	-	1	I	fm	1	sg	1015	mijn
1082	4310	4310	noun	4310	-	-	I	m	1	sg	300	vader
1083	4313	4313	pronoun	4313	-	3	I	m	1	sg	300	Hij
1084	4316	4317	noun	4317	-	-	I	n	0	sg	1022	het vaderland
1085	4319	4324	noun	4320	-	-	I	n	0	sg	1085	een hart vol hoop en liefde
1086	4322	4322	noun	4322	-	-	I	m	1	sg	1086	hoop
1087	4324	4324	noun	4324	-	-	I	n	0	sg	1057	liefde
1088	4328	4329	noun	4329	-	-	I	n	0	sg	1088	eenige rust
1089	4331	4332	noun	4332	-	-	I	n	0	sg	1089	vaderlijk genoegen
1090	4338	4338	noun	4338	-	-	I	n	0	sg	1090	stede
1091	4342	4342	pronoun	4342	-	3	O	f	1	sg	1	Zij
1092	4344	4345	noun	4345	-	-	O	n	0	sg	433	haar hand
1093	4344	4344	pronoun	4344	-	3	O	f	1	sg	1	haar
1094	4347	4347	pronoun	4347	-	3	O	f	1	sg	1	hare
1095	4351	4353	noun	4353	-	-	O	n	0	sg	1095	een korte snik
1096	4355	4356	noun	4356	-	-	O	n	0	sg	1096	den volzin
1097	4364	4364	name	4364	PER	-	O	m	1	sg	3	Holmes
1098	4366	4367	noun	4367	-	-	O	n	0	sg	1098	zijn notitie-boek
1099	4366	4366	pronoun	4366	-	3	O	m	1	sg	3	zijn
1100	4371	4371	pronoun	4371	-	3	I	m	1	sg	300	Hij
1101	4374	4375	noun	4375	-	-	I	n	0	sg	1101	den 3en
1102	4387	4388	noun	4388	-	-	I	n	0	sg	1102	Zijn bagage
1103	4387	4387	pronoun	4387	-	3	I	m	1	sg	300	Zijn
1104	4394	4395	noun	4395	-	-	I	n	0	sg	1104	het hôtel
1105	4402	4402	pronoun	4402	-	3	I	n	0	sg	1105	dat
1106	4404	4405	noun	4405	-	-	I	n	0	sg	1106	eenige opheldering
1107	4412	4413	noun	4413	-	-	I	n	0	pl	1107	eenige boeken
1108	4420	4421	noun	4421	-	-	I	n	0	pl	1108	de Andaman-eilanden
1109	4423	4423	pronoun	4423	-	3	I	m	1	sg	300	Hij
1110	4426	4427	noun	4427	-	-	I	fm	1	pl	1110	der officieren
1111	4429	4429	pronoun	4429	-	-	I	fm	1	pl	1110	die
1112	4431	4436	noun	4432	-	-	I	-	-	sg	1112	de bewaking der daar verbannen misdadigers
1113	4433	4436	noun	4436	-	-	I	fm	1	pl	1113	der daar verbannen misdadigers
1114	4443	4443	pronoun	4443	-	3	I	m	1	sg	300	hij
1115	4444	4450	noun	4447	-	-	I	m	1	sg	1115	een of ander vriend in de stad
1116	4449	4450	noun	4450	-	-	I	n	0	sg	1116	de stad
1117	4454	4454	name	4454	PER	-	I	fm	1	sg	1117	Zoover
1118	4455	4455	pronoun	4455	-	1	I	fm	1	pl	1118	wij
1119	4458	4458	noun	4458	-	-	I	n	0	sg	947	een
1120	4461	4467	name	4463	PER	-	I	m	1	sg	883	zekere Majoor Sholto van zijn eigen regiment
1121	4465	4467	noun	4467	-	-	I	n	0	sg	1121	zijn eigen regiment
1122	4465	4465	pronoun	4465	-	3	I	n	0	sg	947	zijn
1123	4469	4471	name	4471	MISC	-	I	n	0	sg	1123	het 34e Bombay-Infanterie
1124	4473	4474	name	4474	PER	-	I	m	1	sg	883	De Majoor
1125	4479	4480	noun	4480	-	-	I	fn	-	sg	300	den dienst
1126	4481	4481	noun	4481	-	-	I	n	0	sg	1126	vaarwel
1127	4486	4487	name	4487	PER	-	I	mn	-	sg	883	Upper Norwood
1128	4489	4489	pronoun	4489	-	1	I	fm	1	pl	1118	Wij
1129	4491	4491	pronoun	4491	-	3	I	m	1	sg	883	hem
1130	4494	4495	noun	4495	-	-	I	n	0	sg	213	het geval
1131	4502	4502	pronoun	4502	-	3	I	m	1	sg	883	hem
1132	4506	4509	noun	4507	-	-	I	n	0	sg	1132	zijn mede-officier in Engeland
1133	4506	4506	pronoun	4506	-	3	I	m	1	sg	883	zijn
1134	4509	4509	name	4509	LOC	-	I	n	0	sg	798	Engeland
1135	4514	4516	noun	4516	-	-	I	n	0	sg	1135	Een vreemdsoortig geval
1136	4520	4520	name	4520	PER	-	O	m	1	sg	3	Holmes
1137	4524	4526	noun	4525	-	-	I	-	-	sg	1137	Het vreemdsoortige ervan
1138	4528	4528	pronoun	4528	-	1	I	fm	1	sg	1138	ik
1139	4529	4529	pronoun	4529	-	2	I	m	1	sg	3	u
1140	4549	4551	name	4551	MISC	-	I	f	1	pl	1140	den 4en Mei
1141	4557	4560	noun	4558	-	-	I	n	0	sg	1141	een advertentie in de
1142	4560	4560	noun	4560	-	-	I	m	1	sg	1142	de
1143	4569	4574	noun	4570	-	-	I	n	0	sg	1050	het adres van Miss Mary Morstan
1144	4572	4574	name	4574	PER	-	I	n	0	sg	883	Miss Mary Morstan
1145	4577	4578	noun	4578	-	-	I	n	0	sg	1145	de verklaring
1146	4582	4583	noun	4583	-	-	I	n	0	sg	1146	haar belang
1147	4582	4582	pronoun	4582	-	3	I	n	0	sg	1141	haar
1148	4587	4587	pronoun	4587	-	3	I	n	0	sg	1141	zich
1149	4595	4595	noun	4595	-	-	I	n	0	sg	200	naam
1150	4598	4598	noun	4598	-	-	I	n	0	sg	1050	adres
1151	4602	4602	pronoun	4602	-	1	I	fm	1	sg	1151	Ik
1152	4605	4606	noun	4606	-	-	I	n	0	sg	1152	dat tijdstip
1153	4609	4614	noun	4610	-	-	I	n	0	sg	1153	het gezin van Mrs. Cecil Forrester
1154	4612	4614	name	4614	MISC	-	I	n	0	both	945	Mrs. Cecil Forrester
1155	4616	4616	noun	4616	-	-	I	f	1	sg	1155	gouvernante
1156	4618	4618	noun	4618	-	-	I	n	0	sg	1156	betrekking
1157	4622	4623	noun	4623	-	-	I	n	0	sg	1157	haar raad
