id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
778	3185	3185	noun	3185	-	-	I	-	-	sg	778	pand-beleeners
779	3187	3187	name	3187	LOC	-	I	n	0	sg	779	Engeland
780	3191	3203	noun	3192	-	-	I	n	0	sg	780	het nommer van het bewijs met een graveernaald op de binnenzijde der kast
781	3194	3203	noun	3195	-	-	I	n	0	sg	781	het bewijs met een graveernaald op de binnenzijde der kast
782	3197	3203	noun	3198	-	-	I	n	0	sg	782	een graveernaald op de binnenzijde der kast
783	3200	3203	noun	3201	-	-	I	n	0	sg	783	de binnenzijde der kast
784	3202	3203	noun	3203	-	-	I	n	0	sg	602	der kast
785	3207	3207	pronoun	3207	-	3	I	n	0	sg	780	Dit
786	3209	3217	noun	3210	-	-	I	n	0	sg	780	een maatregel tegen het verloren gaan van het bewijs
787	3216	3217	noun	3217	-	-	I	n	0	sg	781	het bewijs
788	3225	3234	noun	3226	-	-	I	n	0	pl	788	zulke nommers door mijn lens op de binnenzijde der kast
789	3228	3234	noun	3229	-	-	I	n	0	sg	789	mijn lens op de binnenzijde der kast
790	3228	3228	pronoun	3228	-	1	I	fm	1	sg	790	mijn
791	3231	3234	noun	3232	-	-	I	n	0	sg	783	de binnenzijde der kast
792	3233	3234	noun	3234	-	-	I	n	0	sg	602	der kast
793	3240	3241	noun	3241	-	-	I	m	1	sg	631	uw broeder
794	3240	3240	pronoun	3240	-	2	I	fm	1	both	794	uw
795	3245	3246	noun	3246	-	-	I	n	0	sg	795	zwart zaad
796	3249	3250	noun	3250	-	-	I	n	0	sg	796	Tweede gevolgtrekking
797	3253	3253	pronoun	3253	-	3	I	m	1	sg	631	hij
798	3265	3265	pronoun	3265	-	3	I	m	1	sg	631	hij
799	3266	3267	noun	3267	-	-	I	n	0	sg	799	het pand
800	3277	3277	pronoun	3277	-	1	I	fm	1	sg	790	ik
801	3278	3278	pronoun	3278	-	2	I	fm	1	sg	32	u
802	3279	3280	noun	3280	-	-	I	n	0	sg	802	de binnenplaat
803	3285	3285	pronoun	3285	-	3	I	n	0	sg	802	zich
804	3286	3287	noun	3287	-	-	I	n	0	sg	802	het sleutelgat
805	3293	3298	noun	3294	-	-	I	-	-	pl	805	de duizenden krassen rondom de opening
806	3297	3298	noun	3298	-	-	I	-	-	sg	806	de opening
807	3301	3307	noun	3301	-	-	I	n	0	pl	807	teekenen van het uitglijden van den sleutel
808	3306	3307	noun	3307	-	-	I	n	0	sg	390	den sleutel
809	3313	3314	noun	3314	-	-	I	n	0	sg	809	die plaat
810	3319	3319	pronoun	3319	-	1	I	fm	1	sg	790	Ik
811	3321	3321	pronoun	3321	-	2	I	fm	1	sg	32	u
812	3323	3323	pronoun	3323	-	2	I	fm	1	sg	32	gij
813	3325	3329	noun	3326	-	-	I	n	0	sg	86	het horloge van een dronkaard
814	3328	3329	noun	3329	-	-	I	m	1	sg	814	een dronkaard
815	3332	3332	noun	3332	-	-	I	n	0	pl	815	krassen
816	3335	3335	pronoun	3335	-	3	I	m	1	sg	814	Hij
817	3344	3349	noun	3345	-	-	I	n	0	pl	817	deze sporen van zijn onvaste hand
818	3347	3349	noun	3349	-	-	I	n	0	sg	426	zijn onvaste hand
819	3347	3347	pronoun	3347	-	3	I	m	1	sg	814	zijn
820	3355	3359	noun	3356	-	-	I	n	0	sg	820	de mysterie van dit alles
821	3358	3359	noun	3359	-	-	I	n	0	sg	66	dit alles
822	3373	3373	pronoun	3373	-	1	O	fm	1	sg	32	ik
823	3376	3376	pronoun	3376	-	1	I	fm	1	sg	32	ik
824	3378	3379	noun	3379	-	-	I	n	0	sg	86	het onrecht
825	3380	3380	pronoun	3380	-	3	I	n	0	sg	86	dat
826	3381	3381	pronoun	3381	-	1	I	fm	1	sg	32	ik
827	3382	3382	pronoun	3382	-	2	I	fm	1	sg	827	u
828	3385	3385	pronoun	3385	-	1	I	fm	1	sg	32	Ik
829	3392	3394	noun	3394	-	-	I	n	0	sg	829	uw wonderbaarlijk vermogen
830	3392	3392	pronoun	3392	-	2	I	fm	1	both	830	uw
831	3397	3397	pronoun	3397	-	1	I	fm	1	sg	32	ik
832	3400	3400	pronoun	3400	-	2	I	fm	1	sg	827	gij
833	3404	3407	noun	3407	-	-	I	n	0	sg	833	een of ander onderzoek
834	3417	3417	pronoun	3417	-	1	I	f	1	sg	834	ik
835	3418	3419	noun	3419	-	-	I	n	0	sg	82	de cocaïne
836	3421	3421	pronoun	3421	-	1	I	fm	1	sg	834	Ik
837	3426	3426	noun	3426	-	-	I	-	-	sg	837	hersen-inspanning
838	3436	3437	noun	3437	-	-	I	n	0	sg	838	het raam
839	3442	3443	noun	3443	-	-	I	n	0	sg	177	de wereld
840	3453	3455	noun	3455	-	-	I	n	0	sg	840	de gele mist
841	3457	3458	noun	3458	-	-	I	-	-	sg	501	de straat
842	3462	3464	noun	3464	-	-	I	n	0	pl	842	de zwart-geblakerde huizen
843	3480	3480	noun	3480	-	-	I	n	0	pl	843	vermogens
844	3484	3484	noun	3484	-	-	I	fm	1	sg	703	dokter
845	3494	3494	noun	3494	-	-	I	n	0	sg	845	Misdaad
846	3501	3501	pronoun	3501	-	3	I	n	0	sg	845	dit
847	3508	3509	noun	3509	-	-	I	n	0	pl	847	algemeene eigenschappen
848	3512	3512	noun	3512	-	-	I	n	0	sg	502	aarde
849	3516	3516	pronoun	3516	-	1	O	fm	1	sg	32	Ik
850	3518	3519	noun	3519	-	-	O	n	0	sg	850	mijn mond
851	3518	3518	pronoun	3518	-	1	O	fm	1	sg	32	mijn
852	3524	3525	noun	3525	-	-	O	n	0	sg	852	deze ontboezeming
853	3533	3534	noun	3534	-	-	O	n	0	sg	853	de deur
854	3538	3539	noun	3539	-	-	O	f	1	sg	854	onze hospita
855	3538	3538	pronoun	3538	-	1	O	fm	1	pl	855	onze
856	3543	3543	pronoun	3543	-	3	O	f	1	sg	854	zij
857	3544	3545	noun	3545	-	-	O	n	0	sg	857	een visitekaart
858	3547	3549	noun	3549	-	-	O	n	0	sg	858	het koperen blad
859	3553	3557	noun	3555	-	-	I	f	1	sg	834	Een jonge dame voor u
860	3557	3557	pronoun	3557	-	2	I	f	1	sg	834	u
861	3563	3563	pronoun	3563	-	3	O	f	1	sg	854	zij
862	3565	3565	pronoun	3565	-	3	O	f	1	sg	854	zich
863	3567	3568	noun	3568	-	-	O	m	1	sg	52	mijn metgezel
864	3567	3567	pronoun	3567	-	1	O	fm	1	sg	32	mijn
865	3572	3574	name	3574	PER	-	I	fm	1	sg	865	Miss Mary Morstan
866	3578	3578	pronoun	3578	-	3	O	m	1	sg	52	hij
867	3581	3581	name	3581	-	-	I	n	0	sg	867	Hm
868	3583	3583	pronoun	3583	-	1	I	m	1	sg	52	ik
869	3585	3585	pronoun	3585	-	1	I	fm	1	sg	52	mij
870	3586	3587	noun	3587	-	-	I	n	0	sg	199	dien naam
871	3591	3593	noun	3593	-	-	I	f	1	sg	834	de jonge dame
872	3598	3599	name	3599	PER	-	I	n	0	sg	872	Mrs. Hudson
873	3610	3610	pronoun	3610	-	1	I	fm	1	sg	52	Ik
874	3615	3615	pronoun	3615	-	2	I	fm	1	sg	865	gij
875	3620	3621	noun	3621	-	-	O	n	0	sg	875	TWEEDE HOOFDSTUK
876	3623	3627	noun	3624	-	-	O	f	1	sg	876	De beschrijving van het geval
877	3626	3627	noun	3627	-	-	O	n	0	sg	211	het geval
878	3629	3630	name	3630	PER	-	O	n	0	sg	865	Miss Morstan
879	3633	3634	noun	3634	-	-	O	n	0	sg	879	fermen stap
880	3636	3637	noun	3637	-	-	O	n	0	sg	880	vrijmoedig voorkomen
881	3638	3639	noun	3639	-	-	O	n	0	sg	881	het vertrek
882	3642	3642	pronoun	3642	-	3	O	f	1	sg	876	Zij
883	3644	3647	noun	3647	-	-	O	f	1	sg	876	een blonde jonge dame
884	3651	3651	noun	3651	-	-	O	n	0	sg	884	gestalte
885	3659	3660	noun	3660	-	-	O	n	0	sg	885	haar gewaad
886	3659	3659	pronoun	3659	-	3	O	f	1	sg	876	haar
887	3668	3668	noun	3668	-	-	O	n	0	sg	887	weelde
888	3674	3675	noun	3675	-	-	O	n	0	pl	888	beperkte middelen
889	3681	3684	noun	3682	-	-	O	n	0	sg	889	een kleed van donker-grijze
890	3684	3684	noun	3684	-	-	O	-	-	sg	890	donker-grijze
891	3685	3685	noun	3685	-	-	O	n	0	sg	891	beige
892	3688	3690	noun	3690	-	-	O	n	0	sg	892	de minste versiering
893	3693	3698	noun	3695	-	-	O	n	0	sg	893	een klein hoedje van dezelfde kleur
894	3697	3698	noun	3698	-	-	O	n	0	sg	894	dezelfde kleur
895	3700	3700	pronoun	3700	-	-	O	n	0	sg	894	die
896	3705	3707	noun	3707	-	-	O	n	0	sg	896	een witte veder
897	3709	3710	noun	3710	-	-	O	n	0	sg	86	Haar gelaat
898	3709	3709	pronoun	3709	-	3	O	n	0	sg	896	Haar
899	3721	3722	noun	3722	-	-	O	-	-	pl	899	hare trekken
900	3721	3721	pronoun	3721	-	3	O	n	0	sg	86	hare
901	3729	3732	noun	3732	-	-	O	n	0	pl	901	hare groote blauwe oogen
902	3729	3729	pronoun	3729	-	3	O	n	0	sg	86	hare
903	3741	3741	pronoun	3741	-	1	O	fm	1	sg	32	mijne
904	3744	3745	noun	3745	-	-	O	f	1	pl	904	de vrouwen
905	3747	3747	pronoun	3747	-	-	O	f	1	sg	905	die
906	3748	3748	pronoun	3748	-	1	O	fm	1	sg	32	ik
907	3750	3752	noun	3752	-	-	O	n	0	pl	907	drie verschillende werelddeelen
908	3757	3757	pronoun	3757	-	1	O	fm	1	sg	32	ik
909	3760	3761	noun	3761	-	-	O	n	0	sg	86	een gelaat
910	3763	3763	pronoun	3763	-	3	O	n	0	sg	86	dat
911	3766	3770	noun	3770	-	-	O	n	0	sg	572	een beschaafd en gevoelig karakter
912	3775	3775	pronoun	3775	-	1	O	fm	1	sg	32	ik
913	3780	3780	pronoun	3780	-	3	O	f	1	sg	905	zij
914	3781	3781	pronoun	3781	-	3	O	n	0	sg	86	zich
915	3783	3784	noun	3784	-	-	O	n	0	sg	147	den stoel
916	3787	3787	pronoun	3787	-	-	O	n	0	sg	147	dien
917	3788	3789	name	3789	PER	-	O	m	1	sg	3	Sherlock Holmes
918	3790	3790	pronoun	3790	-	3	O	f	1	sg	905	haar
919	3793	3794	noun	3794	-	-	O	n	0	pl	919	hare lippen
920	3793	3793	pronoun	3793	-	3	O	fn	-	sg	86	hare
921	3797	3798	noun	3798	-	-	O	n	0	sg	426	hare hand
922	3797	3797	pronoun	3797	-	3	O	f	1	sg	905	hare
923	3801	3801	pronoun	3801	-	3	O	f	1	sg	905	zij
924	3806	3807	noun	3807	-	-	O	-	-	sg	924	innerlijke opgewondenheid
925	3810	3810	pronoun	3810	-	1	I	f	1	sg	905	Ik
926	3813	3813	pronoun	3813	-	2	I	-	1	sg	3	u
927	3816	3817	name	3817	PER	-	I	fm	1	sg	3	Mr. Holmes
928	3821	3821	pronoun	3821	-	3	O	f	1	sg	905	zij
929	3825	3825	pronoun	3825	-	2	I	fm	1	sg	3	gij
930	3827	3828	noun	3828	-	-	I	f	1	sg	930	mijne meesteres
931	3827	3827	pronoun	3827	-	1	I	f	1	sg	905	mijne
932	3830	3832	name	3832	MISC	-	I	n	0	both	932	Mrs. Cecil Forrester
933	3838	3840	noun	3840	-	-	I	n	0	sg	933	eene kleine aangelegenheid
934	3842	3843	noun	3843	-	-	I	n	0	sg	934	een harer
935	3844	3847	noun	3844	-	-	I	f	1	pl	935	dienstboden in het reine
936	3846	3847	noun	3847	-	-	I	n	0	sg	936	het reine
937	3851	3851	pronoun	3851	-	3	I	f	1	sg	930	Zij
938	3857	3858	noun	3858	-	-	I	m	1	sg	938	uwe dienstvaardigheid
939	3857	3857	pronoun	3857	-	2	I	fm	1	both	939	uwe
940	3860	3860	noun	3860	-	-	I	n	0	sg	940	bekwaamheid
941	3864	3866	name	3866	MISC	-	I	n	0	both	932	Mrs. Cecil Forrester
942	3870	3870	pronoun	3870	-	3	O	m	1	sg	938	hij
943	3875	3875	pronoun	3875	-	1	I	m	1	sg	938	ik
944	3878	3878	pronoun	3878	-	1	I	fm	1	sg	938	ik
945	3879	3879	pronoun	3879	-	3	I	f	1	sg	930	haar
946	3881	3883	noun	3883	-	-	I	n	0	sg	295	een kleinen dienst
947	3892	3892	pronoun	3892	-	1	I	fm	1	sg	938	ik
948	3893	3893	pronoun	3893	-	1	I	fm	1	sg	938	mij
949	3898	3901	noun	3901	-	-	I	n	0	sg	949	een hoogst eenvoudig geval
950	3905	3905	pronoun	3905	-	3	I	f	1	sg	930	Zij
951	3914	3914	pronoun	3914	-	1	I	fm	1	sg	951	mijne
952	3916	3916	pronoun	3916	-	2	I	m	1	sg	938	gij
953	3917	3917	pronoun	3917	-	3	I	n	0	sg	949	dit
954	3923	3923	pronoun	3923	-	1	I	fm	1	sg	951	Ik
955	3925	3925	pronoun	3925	-	1	I	fm	1	sg	951	mij
956	3927	3932	noun	3932	-	-	I	n	0	sg	956	een meer vreemdsoortigen en onverklaarbaren toestand
957	3936	3936	pronoun	3936	-	3	I	n	0	sg	949	dien
958	3939	3939	pronoun	3939	-	1	I	fm	1	sg	951	ik
959	3940	3940	pronoun	3940	-	1	I	fm	1	sg	951	mij
960	3944	3944	name	3944	PER	-	O	m	1	sg	3	Holmes
961	3946	3947	noun	3947	-	-	O	n	0	pl	428	zijne handen
962	3946	3946	pronoun	3946	-	3	O	m	1	sg	3	zijne
963	3949	3950	noun	3950	-	-	O	n	0	pl	19	zijne oogen
964	3949	3949	pronoun	3949	-	3	O	m	1	sg	3	zijne
965	3953	3953	pronoun	3953	-	3	O	m	1	sg	3	Hij
966	3957	3964	noun	3958	-	-	O	n	0	sg	147	zijn stoel met eene uitdrukking van buitengewone aandacht
967	3957	3957	pronoun	3957	-	3	O	m	1	sg	3	zijn
968	3960	3964	noun	3961	-	-	O	n	0	sg	968	eene uitdrukking van buitengewone aandacht
969	3963	3964	noun	3964	-	-	O	n	0	sg	969	buitengewone aandacht
970	3966	3970	noun	3970	-	-	O	-	-	pl	970	zijne scherpe , havik-achtige trekken
971	3966	3966	pronoun	3966	-	3	O	m	1	sg	3	zijne
972	3974	3974	pronoun	3974	-	1	I	m	1	sg	3	mij
973	3975	3976	noun	3976	-	-	I	n	0	sg	973	uw geval
974	3975	3975	pronoun	3975	-	2	I	fm	1	both	974	uw
975	3980	3980	pronoun	3980	-	3	O	m	1	sg	3	hij
976	3982	3983	noun	3983	-	-	O	-	-	sg	976	korten toon
977	3985	3985	pronoun	3985	-	1	O	fm	1	sg	32	Ik
978	3988	3989	noun	3989	-	-	O	n	0	sg	978	mijn toestand
979	3988	3988	pronoun	3988	-	1	O	fm	1	sg	32	mijn
980	3995	3995	pronoun	3995	-	2	I	fm	1	sg	980	Gij
981	3997	3997	pronoun	3997	-	1	I	fm	1	sg	32	mij
982	4005	4005	pronoun	4005	-	1	O	fm	1	sg	32	ik
983	4007	4008	noun	4008	-	-	O	n	0	sg	147	mijn stoel
984	4007	4007	pronoun	4007	-	1	O	fm	1	sg	32	mijn
985	4012	4013	noun	4013	-	-	O	n	0	sg	985	mijne verwondering
986	4012	4012	pronoun	4012	-	1	O	fm	1	sg	32	mijne
987	4015	4017	noun	4017	-	-	O	f	1	sg	834	de jonge dame
988	4018	4021	noun	4021	-	-	O	n	0	sg	426	hare net gehandschoende hand
989	4018	4018	pronoun	4018	-	3	O	f	1	sg	834	hare
990	4026	4026	pronoun	4026	-	1	O	fm	1	sg	32	mij
991	4033	4034	noun	4034	-	-	I	m	1	sg	991	uw vriend
992	4033	4033	pronoun	4033	-	2	I	fm	1	both	992	uw
993	4046	4046	pronoun	4046	-	3	O	f	1	sg	834	zij
994	4050	4050	pronoun	4050	-	3	I	m	1	sg	991	hij
995	4051	4051	pronoun	4051	-	1	I	f	1	sg	834	mij
996	4053	4055	noun	4055	-	-	I	n	0	sg	295	een onschatbaren dienst
997	4060	4060	pronoun	4060	-	1	O	fm	1	sg	32	Ik
998	4062	4062	pronoun	4062	-	1	O	fm	1	sg	32	mij
999	4068	4069	noun	4069	-	-	I	-	-	-	999	het kort
1000	4071	4072	noun	4072	-	-	I	n	0	pl	241	de feiten
1001	4078	4078	pronoun	4078	-	3	O	f	1	sg	834	zij
1002	4081	4082	noun	4082	-	-	I	m	1	sg	1002	Mijn vader
1003	4081	4081	pronoun	4081	-	1	I	fm	1	sg	1003	Mijn
1004	4084	4087	noun	4084	-	-	I	m	1	sg	1002	officier in Indischen dienst
1005	4086	4087	noun	4087	-	-	I	n	0	sg	295	Indischen dienst
1006	4089	4089	pronoun	4089	-	-	I	-	-	sg	295	die
1007	4090	4090	pronoun	4090	-	1	I	fm	1	sg	1003	mij
1008	4093	4093	pronoun	4093	-	1	I	fm	1	sg	1003	ik
1009	4095	4096	noun	4096	-	-	I	fm	1	sg	1003	een kind
1010	4100	4101	noun	4101	-	-	I	n	0	sg	1010	het vaderland
1011	4104	4105	noun	4105	-	-	I	f	1	sg	1011	Mijne moeder
1012	4104	4104	pronoun	4104	-	1	I	fm	1	sg	1003	Mijne
1013	4110	4110	pronoun	4110	-	1	I	fm	1	sg	1003	ik
1014	4115	4115	name	4115	LOC	-	I	n	0	sg	779	Engeland
1015	4117	4117	pronoun	4117	-	1	I	fm	1	sg	1003	Ik
1016	4121	4125	noun	4123	-	-	I	n	0	sg	1016	een net opvoedingsgesticht te Edinburgh
1017	4125	4125	name	4125	LOC	-	I	n	0	sg	1017	Edinburgh
1018	4129	4129	pronoun	4129	-	1	I	fm	1	sg	1003	ik
1019	4131	4131	pronoun	4131	-	1	I	fm	1	sg	1003	mijn
1020	4141	4142	noun	4142	-	-	I	m	1	sg	1002	mijn vader
1021	4141	4141	pronoun	4141	-	1	I	fm	1	sg	1003	mijn
1022	4144	4144	pronoun	4144	-	-	I	m	1	sg	1002	die
1023	4146	4151	noun	4148	-	-	I	fm	1	sg	1023	de oudste kapitein bij zijn regiment
1024	4150	4151	noun	4151	-	-	I	n	0	sg	1024	zijn regiment
1025	4150	4150	pronoun	4150	-	3	I	m	1	sg	1002	zijn
1026	4156	4156	noun	4156	-	-	I	n	0	sg	1026	verlof
1027	4161	4161	name	4161	LOC	-	I	n	0	sg	779	Engeland
1028	4163	4163	pronoun	4163	-	3	I	m	1	sg	1002	Hij
1029	4165	4165	pronoun	4165	-	1	I	fm	1	sg	1003	mij
1030	4167	4167	name	4167	LOC	-	I	n	0	sg	1030	Londen
1031	4169	4169	pronoun	4169	-	3	I	m	1	sg	1002	hij
1032	4177	4177	pronoun	4177	-	1	I	fm	1	sg	1003	mij
1033	4186	4186	pronoun	4186	-	3	I	m	1	sg	1002	hij
1034	4187	4187	pronoun	4187	-	1	I	fm	1	sg	1003	mij
1035	4188	4190	name	4190	LOC	-	I	n	0	sg	1035	het Langham Hôtel
1036	4192	4193	noun	4193	-	-	I	n	0	sg	1036	zijn adres
1037	4192	4192	pronoun	4192	-	3	I	m	1	sg	1002	zijn
1038	4196	4196	pronoun	4196	-	1	I	fm	1	sg	1003	Ik
1039	4198	4198	pronoun	4198	-	1	I	fm	1	sg	1003	mij
1040	4200	4201	noun	4201	-	-	I	n	0	sg	1040	zijn bericht
1041	4200	4200	pronoun	4200	-	3	I	m	1	sg	1002	zijn
1042	4203	4203	noun	4203	-	-	I	n	0	sg	1042	verlangen
1043	4205	4205	noun	4205	-	-	I	n	0	sg	1043	liefde
1044	4209	4209	pronoun	4209	-	1	I	fm	1	sg	1003	ik
1045	4211	4211	name	4211	LOC	-	I	n	0	sg	1030	Londen
1046	4215	4215	pronoun	4215	-	1	I	fm	1	sg	1003	ik
1047	4217	4217	name	4217	LOC	-	I	m	1	sg	1047	Langham
1048	4222	4223	name	4223	PER	-	I	m	1	sg	865	kapitein Morstan
1049	4229	4229	pronoun	4229	-	3	I	m	1	sg	865	hij
1050	4243	4243	pronoun	4243	-	1	I	fm	1	sg	1003	Ik
1051	4252	4252	pronoun	4252	-	3	I	m	1	sg	865	hem
1052	4259	4259	pronoun	4259	-	1	I	fm	1	sg	1003	ik
1053	4264	4265	noun	4265	-	-	I	fm	1	sg	1053	den hôtelhouder
1054	4267	4268	noun	4268	-	-	I	f	1	sg	1054	de politie
1055	4271	4271	noun	4271	-	-	I	f	1	sg	1	kennis
1056	4277	4277	pronoun	4277	-	1	I	fm	1	pl	1056	wij
1057	4278	4279	noun	4279	-	-	I	n	0	sg	1057	eene oproeping
1058	4284	4285	noun	4285	-	-	I	n	0	pl	1058	Onze onderzoekingen
1059	4284	4284	pronoun	4284	-	1	I	fm	1	pl	1056	Onze
1060	4289	4291	noun	4291	-	-	I	n	0	sg	1060	het minste resultaat
1061	4300	4300	noun	4300	-	-	I	n	0	sg	1061	heden
1062	4302	4302	pronoun	4302	-	1	I	fm	1	sg	1003	ik
1063	4305	4310	noun	4306	-	-	I	n	0	sg	1063	een woord van mijn ongelukkigen vader
1064	4308	4310	noun	4310	-	-	I	m	1	sg	1064	mijn ongelukkigen vader
1065	4308	4308	pronoun	4308	-	1	I	fm	1	sg	1003	mijn
1066	4313	4313	pronoun	4313	-	3	I	m	1	sg	1064	Hij
1067	4316	4317	noun	4317	-	-	I	n	0	sg	1010	het vaderland
1068	4319	4324	noun	4320	-	-	I	n	0	sg	1068	een hart vol hoop en liefde
1069	4322	4322	noun	4322	-	-	I	m	1	sg	1069	hoop
1070	4324	4324	noun	4324	-	-	I	n	0	sg	1043	liefde
1071	4331	4332	noun	4332	-	-	I	n	0	sg	1071	vaderlijk genoegen
1072	4338	4338	noun	4338	-	-	I	n	0	sg	1072	stede
1073	4342	4342	pronoun	4342	-	3	O	f	1	sg	1054	Zij
1074	4344	4345	noun	4345	-	-	O	n	0	sg	426	haar hand
1075	4344	4344	pronoun	4344	-	3	O	f	1	sg	1054	haar
1076	4347	4348	noun	4348	-	-	O	n	0	sg	1076	hare keel
1077	4347	4347	pronoun	4347	-	3	O	f	1	sg	1054	hare
1078	4351	4353	noun	4353	-	-	O	n	0	sg	1078	een korte snik
1079	4355	4356	noun	4356	-	-	O	n	0	sg	1079	den volzin
1080	4364	4364	name	4364	PER	-	O	m	1	sg	3	Holmes
1081	4366	4367	noun	4367	-	-	O	n	0	sg	1081	zijn notitie-boek
1082	4366	4366	pronoun	4366	-	3	O	m	1	sg	3	zijn
1083	4371	4371	pronoun	4371	-	3	I	m	1	sg	1064	Hij
1084	4374	4376	name	4376	MISC	-	I	n	0	both	1084	den 3en December
1085	4387	4388	noun	4388	-	-	I	n	0	sg	1085	Zijn bagage
1086	4387	4387	pronoun	4387	-	3	I	m	1	sg	1064	Zijn
1087	4394	4395	noun	4395	-	-	I	n	0	sg	1087	het hôtel
1088	4402	4402	pronoun	4402	-	3	I	n	0	sg	1088	dat
1089	4420	4421	noun	4421	-	-	I	n	0	pl	1089	de Andaman-eilanden
1090	4423	4423	pronoun	4423	-	3	I	m	1	sg	1064	Hij
1091	4426	4427	noun	4427	-	-	I	fm	1	pl	1091	der officieren
1092	4429	4429	pronoun	4429	-	-	I	fm	1	pl	1091	die
1093	4431	4436	noun	4432	-	-	I	-	-	sg	1093	de bewaking der daar verbannen misdadigers
1094	4433	4436	noun	4436	-	-	I	fm	1	pl	1094	der daar verbannen misdadigers
1095	4443	4443	pronoun	4443	-	3	I	m	1	sg	1064	hij
1096	4444	4450	noun	4447	-	-	I	m	1	sg	1096	een of ander vriend in de stad
1097	4449	4450	noun	4450	-	-	I	n	0	sg	1097	de stad
1098	4455	4455	pronoun	4455	-	1	I	fm	1	pl	1098	wij
1099	4458	4458	noun	4458	-	-	I	n	0	sg	313	een
1100	4461	4467	name	4463	PER	-	I	m	1	sg	865	zekere Majoor Sholto van zijn eigen regiment
1101	4465	4467	noun	4467	-	-	I	n	0	sg	1101	zijn eigen regiment
1102	4465	4465	pronoun	4465	-	3	I	m	1	sg	865	zijn
1103	4469	4470	noun	4470	-	-	I	-	-	sg	1103	het 34e
1104	4473	4474	name	4474	PER	-	I	m	1	sg	865	De Majoor
1105	4479	4480	noun	4480	-	-	I	n	0	sg	295	den dienst
1106	4481	4481	noun	4481	-	-	I	n	0	sg	1106	vaarwel
1107	4486	4487	name	4487	PER	-	I	mn	-	sg	865	Upper Norwood
1108	4489	4489	pronoun	4489	-	1	I	fm	1	pl	1098	Wij
1109	4491	4491	pronoun	4491	-	3	I	m	1	sg	865	hem
1110	4494	4495	noun	4495	-	-	I	n	0	sg	211	het geval
1111	4502	4502	pronoun	4502	-	3	I	m	1	sg	865	hem
1112	4506	4509	noun	4507	-	-	I	n	0	sg	1112	zijn mede-officier in Engeland
1113	4506	4506	pronoun	4506	-	3	I	m	1	sg	865	zijn
1114	4509	4509	name	4509	LOC	-	I	n	0	sg	779	Engeland
1115	4514	4516	noun	4516	-	-	I	n	0	sg	1115	Een vreemdsoortig geval
1116	4520	4520	name	4520	PER	-	O	m	1	sg	3	Holmes
1117	4524	4526	noun	4525	-	-	I	-	-	sg	1117	Het vreemdsoortige ervan
1118	4528	4528	pronoun	4528	-	1	I	fm	1	sg	1118	ik
1119	4529	4529	pronoun	4529	-	2	I	m	1	sg	3	u
1120	4550	4551	name	4551	ORG	-	I	f	1	pl	1120	4en Mei
1121	4557	4560	noun	4558	-	-	I	n	0	sg	1121	een advertentie in de
1122	4560	4560	noun	4560	-	-	I	m	1	sg	1122	de
1123	4562	4562	name	4562	MISC	-	O	n	0	sg	1123	Times
1124	4569	4574	noun	4570	-	-	I	n	0	sg	1036	het adres van Miss Mary Morstan
1125	4572	4574	name	4574	PER	-	I	fn	-	sg	865	Miss Mary Morstan
1126	4577	4578	noun	4578	-	-	I	n	0	sg	487	de verklaring
1127	4582	4583	noun	4583	-	-	I	n	0	sg	1127	haar belang
1128	4582	4582	pronoun	4582	-	3	I	n	0	sg	1121	haar
1129	4587	4587	pronoun	4587	-	3	I	n	0	sg	1121	zich
1130	4595	4595	noun	4595	-	-	I	n	0	sg	199	naam
1131	4598	4598	noun	4598	-	-	I	n	0	sg	1036	adres
1132	4602	4602	pronoun	4602	-	1	I	fm	1	sg	1132	Ik
1133	4605	4606	noun	4606	-	-	I	n	0	sg	1133	dat tijdstip
1134	4609	4614	noun	4610	-	-	I	n	0	sg	1134	het gezin van Mrs. Cecil Forrester
1135	4612	4614	name	4614	MISC	-	I	n	0	both	932	Mrs. Cecil Forrester
1136	4616	4616	noun	4616	-	-	I	f	1	sg	1136	gouvernante
1137	4618	4618	noun	4618	-	-	I	n	0	sg	1137	betrekking
1138	4622	4623	noun	4623	-	-	I	n	0	sg	1138	haar raad
1139	4622	4622	pronoun	4622	-	3	I	n	0	sg	1137	haar
1140	4625	4625	pronoun	4625	-	1	I	fm	1	sg	1132	ik
1141	4627	4627	noun	4627	-	-	I	n	0	sg	1121	advertentie
1142	4628	4629	noun	4629	-	-	I	n	0	sg	1142	mijn adres
1143	4628	4628	pronoun	4628	-	1	I	fm	1	sg	1132	mijn
1144	4639	4640	noun	4640	-	-	I	n	-	pl	1144	de post
1145	4641	4646	noun	4646	-	-	I	n	0	sg	1145	een aan mij geadresseerd kartonnen doosje
1146	4643	4643	pronoun	4643	-	1	I	fm	1	sg	1132	mij
1147	4650	4650	pronoun	4650	-	3	I	n	0	sg	1145	zich
1148	4651	4656	noun	4656	-	-	I	n	0	sg	1145	een zeer groote , schitterende parel
1149	4676	4678	noun	4678	-	-	I	n	0	sg	1149	een gelijksoortige doos
1150	4680	4680	pronoun	4680	-	-	I	n	0	sg	1149	die
1151	4681	4683	noun	4683	-	-	I	n	0	sg	1151	een zelfde parel
1152	4690	4691	noun	4691	-	-	I	f	1	sg	1152	den afzender
