id	gender	human	number	size	firstmention	mentions	label
2142	n	0	sg	1	2142	2142	een halven cirkel met onze kinnen in de handen
2143	n	0	pl	1	2143	2143	onze kinnen in de handen
2146	m	1	sg	20	2146	2181,2183,2188,2191,2193,2196,2197,2201,2209,2146,2148,2150,2154,2155,2157,2158,2161,2165,2169,2171	de vreemdsoortige , dwergachtige snaak
2147	n	0	sg	1	2147	2147	zijn groot , glimmend hoofd in het midden
2151	n	0	sg	1	2151	2151	het besluit
2152	fm	1	sg	1	2152	2152	u
2153	n	0	sg	1	2153	2153	deze mededeeling
2160	n	0	sg	1	2160	2160	mijn verzoek
2162	n	0	sg	1	2162	2162	vreemd volk
2164	n	0	both	1	2164	2164	Deswege
2166	m	1	sg	2	2166	2166,2175	de vrijheid
2172	n	0	sg	2	2172	2172,2174	het volste vertrouwen in zijne discretie
2173	-	-	sg	1	2173	2173	zijne discretie
2176	m	1	sg	2	2176	2176,2177	last om
2180	n	0	pl	1	2180	2180	deze voorzorgsmaatregelen
2182	m	1	sg	1	2182	2182	een eenigszins achterdochtig man
2184	n	0	sg	1	2184	2184	verfijnden smaak
2185	n	0	sg	1	2185	2185	dat
2186	n	0	sg	1	2186	2186	de aesthetica
2187	m	1	sg	1	2187	2187	een politieman
2189	n	0	sg	1	2189	2189	een natuurlijken afkeer van alle vormen van het ruwe materialisme
2190	n	0	sg	1	2190	2190	het ruwe materialisme
2192	n	0	sg	1	2192	2192	de ruwe menigte
2195	n	0	sg	1	2195	2195	een eenigszins elegante atmosfeer
2198	fm	1	sg	1	2198	2198	een beschermer der kunst
2200	n	0	sg	1	2200	2200	mijn zwak
2202	n	0	sg	3	2202	2202,2203,2206	Dit landschap
2204	fm	1	sg	1	2204	2204	een kenner
2205	f	1	pl	2	2205	2205,2263	deze Salvator Rosa
2207	fm	1	sg	1	2207	2207	deze Bouguereau
2210	n	0	sg	1	2210	2210	de moderne Fransche school
2216	n	0	sg	1	2216	2216	uw verzoek
2217	fm	1	both	1	2217	2217	uw
2221	n	0	sg	1	2221	2221	ons onderhoud
2222	fm	1	pl	1	2222	2222	ons
2224	fm	1	pl	3	2224	2224,2227,2228	we
2232	-	-	sg	1	2232	2232	dien
2234	-	-	sg	1	2234	2234	die
2237	n	0	pl	2	2237	2242,2237	hooge woorden met hem
2241	m	1	sg	1	2241	2241	wat een verschrikkelijke jongen
2245	fm	1	pl	3	2245	2248,2245,2247	wij
2251	n	0	pl	1	2251	2251	zijn ooren
2257	fm	1	sg	5	2257	2272,2257,2260,2261,2266	u
2262	fm	1	pl	1	2262	2262	wij
2264	n	0	sg	1	2264	2264	de eerste plaats
2267	-	-	pl	2	2267	2267,2269	verscheidene punten in de geschiedenis
2276	fm	1	sg	8	2276	2304,2305,2276,2372,2373,2377,2300,2301	Mijn
2281	n	0	sg	1	2281	2281	zijn ontslag
2284	n	0	sg	2	2284	2284,2340	Pondicherry Lodge
2289	n	0	sg	2	2289	2369,2289	een aanzienlijke som gelds
2290	-	-	sg	1	2290	2290	eene groote verzameling kostbare zeldzaamheden
2291	n	0	pl	1	2291	2291	kostbare zeldzaamheden
2292	m	1	sg	3	2292	2296,2292,2295	een gansch gevolg van Inlandsche bedienden
2293	fm	1	pl	1	2293	2293	Inlandsche bedienden
2298	n	0	sg	1	2298	2298	groote weelde
2302	fm	1	pl	1	2302	2302	zijn eenige kinderen
2306	m	1	sg	9	2306	2306,2307,2313,2320,2321,2323,2325,2328,2329	de sensatie
2310	fm	1	pl	11	2310	2368,2310,2316,2317,2350,2351,2380,2322,2324,2332,2334	Wij
2311	-	-	pl	1	2311	2311	de bizonderheden ervan
2312	n	0	pl	1	2312	2312	de bladen
2314	m	1	sg	1	2314	2314	een vriend van onzen vader
2315	m	1	sg	5	2315	2336,2337,2315,2333,2335	onzen vader
2319	n	0	sg	1	2319	2319	zijne tegenwoordigheid
2326	n	0	sg	1	2326	2326	het geheele geheim in zijn eigen hart
2327	n	0	sg	1	2327	2327	zijn eigen hart
2330	n	0	sg	1	2330	2330	het lot van Arthur Morstan
2338	n	0	pl	1	2338	2338	twee prijs-vechters als portiers van Pondicherry Lodge
2339	fm	1	pl	2	2339	2345,2339	portiers van Pondicherry Lodge
2349	m	1	sg	5	2349	2354,2355,2360,2362,2349	Onze vader
2353	n	0	sg	1	2353	2353	dat
2356	n	0	sg	1	2356	2356	een grooten afkeer
2358	n	0	pl	1	2358	2358	houten beenen
2359	n	0	sg	1	2359	2359	zekere gelegenheid
2363	-	-	sg	2	2363	2363,2364	zulk een gebrekkige
2365	n	0	sg	2	2365	2365,2366	een rustig besteller
2367	n	0	sg	1	2367	2367	een boodschap
2371	m	1	sg	3	2371	2371,2396,2389	Mijn broeder
2375	n	0	sg	1	2375	2375	een gril van mijn vader
2378	n	0	pl	1	2378	2378	latere voorvallen
2379	n	0	sg	1	2379	2379	ons oordeel daaromtrent
2387	n	0	sg	1	2387	2387	de ontbijttafel
2400	n	0	sg	1	2400	2400	krabbelend schrift
2403	n	0	sg	1	2403	2403	April
2407	n	0	sg	1	2407	2407	een laatste onderhoud met ons
2410	n	0	sg	1	2410	2410	zijn kamer
2413	n	0	pl	1	2413	2413	kussens
2419	n	0	sg	1	2419	2419	eene zijde van het bed
2422	n	0	pl	1	2422	2422	onze handen
2425	n	0	sg	3	2425	2425,2433,2435	een merkwaardige bekentenis
2428	n	0	sg	1	2428	2428	ontroering
2429	n	0	sg	1	2429	2429	zijn lijden
2434	n	0	pl	1	2434	2434	zijn eigen woorden
2436	fm	1	sg	1	2436	2436	Ik
2439	fn	1	sg	2	2439	2450,2439	die
2440	fm	1	sg	14	2440	2466,2467,2440,2473,2442,2479,2448,2449,2481,2453,2454,2455,2459,2460	mij
2441	n	0	sg	1	2441	2441	mijne behandeling van Morstan's arme
2443	n	0	sg	1	2443	2443	Morstan's arme
2445	fn	1	sg	3	2445	2452,2445,2446	De verwenschte gelddorst
2447	n	0	sg	1	2447	2447	mijn gemoed
2451	fm	1	sg	1	2451	2451	den schat
2456	n	0	sg	1	2456	2456	de gierigheid
2457	n	0	sg	2	2457	2457,2461	Het enkel bewustzijn van het bezit
2463	n	0	sg	2	2463	2478,2463	dezen krans met paarlen
2465	m	1	sg	3	2465	2465,2468,2469	de kinine-flesch
2471	m	1	both	2	2471	2472,2471	Gij
2475	n	0	sg	1	2475	2475	een eerlijk deel
2476	n	0	sg	1	2476	2476	den Agra-schat
2480	fm	1	pl	2	2480	2480,2482	menschen
